PropType,Price,CBD Distance,Bedroom,Bathroom,Car-Garage,Landsize,Building Area,Built Year,RE Agency,Median Price,Median Rental,PropertyCount,Status
h,890000,5.6,2,1,1,446,202.7272727,1972,Jellis Craig,2735000,610,10331,S
t,962000,16.7,3,3,2,365,260.7142857,2000,Barry Plant,1230000,520,5837,S
h,1000000,22.2,3,2,2,656,437.3333333,1981,Ray White,895000,550,2206,S
h,1000000,7,2,1,2,443,340.7692308,1994,Nelson Alexander,1250000,500,8870,NS
h,1042000,13.5,3,2,5,612,340,1995,Nelson Alexander,795000,480,3464,S
h,1050000,8.8,3,2,1,453,215.7142857,1999,Nelson Alexander,1079000,500,14577,S
h,1051000,17.9,3,1,3,590,310.5263158,1991,Buxton,1372500,550,9758,NS
h,1149625,16.7,3,1,1,770,405.2631579,1955,Darras,1230000,520,5837,NS
h,1152250,6.6,2,2,1,451,187.9166667,2014,Williams,1215000,550,2417,S
h,1185000,8.9,3,2,2,449,213.8095238,1980,Miles,1083000,560,2698,S
h,1200000,9.2,3,1,1,589,267.7272727,1997,Biggin,897500,450,3873,S
h,1205000,15.5,4,2,2,646,258.4,1980,Barry Plant,1450000,600,6202,S
u,1272000,1.9,1,1,1,206,147.1428571,1994,Greg,2045000,600,5943,S
h,1280000,11.8,4,1,2,732,318.2608696,2015,Barry Plant,1302000,600,4480,S
h,1377125,16.7,4,2,2,668,417.5,1980,Buxton,1524000,600,7392,NS
h,1500000,11,3,2,1,670,478.5714286,1989,Jellis Craig,1715000,560,3052,S
h,1550000,5.7,3,1,2,595,396.6666667,1940,Miles,2185000,480,2211,NS
h,1665000,5.2,4,3,2,371,148.4,2014,Jellis Craig,1300000,550,11918,S
h,1800000,21.5,4,2,2,656,298.1818182,1950,Buxton,1355000,520,3650,S
h,1870000,8,4,1,1,700,388.8888889,1985,Nelson Alexander,1765000,490,9264,S
h,2236250,10.7,3,2,1,471,294.375,2014,Nick,2425000,800,6938,S
h,2250000,7.8,3,2,2,656,364.4444444,2009,O'Donoghues,2250000,595,8920,S
h,2250000,7.8,3,2,2,656,364.4444444,2009,O'Donoghues,2250000,595,8920,S
h,2250000,7.8,3,2,2,656,364.4444444,2009,O'Donoghues,2250000,595,8920,S
h,2250000,7.8,3,2,2,656,364.4444444,2009,O'Donoghues,2250000,595,8920,S
h,2250000,7.8,3,2,2,656,364.4444444,2009,O'Donoghues,2250000,595,8920,S
h,2250000,7.8,3,2,2,656,364.4444444,2009,O'Donoghues,2250000,595,8920,S
h,2250000,7.8,3,2,2,656,364.4444444,2009,O'Donoghues,2250000,595,8920,S
h,2250000,7.8,3,2,2,656,364.4444444,2009,O'Donoghues,2250000,595,8920,S
h,2310000,5.6,3,1,2,782,411.5789474,2003,Walsh,2735000,610,10331,S
h,2339375,7.3,3,3,2,615,512.5,2006,Kay,2235000,595,10412,S
h,2730000,11.2,2,1,2,477,238.5,2014,Gary,3195000,805,10579,S
h,2905000,7.5,5,3,2,557,327.6470588,1990,Rendina,1900000,650,1543,S
h,2950000,9,4,2,3,661,550.8333333,2020,Jellis Craig,2440000,600,3265,NS
t,345000,8.7,3,2,2,307,255.8333333,2020,Hodges,1055000,540,4918,NS
u,349000,6.4,1,1,0,208,148.5714286,2004,Marshall White,1342500,750,2952,S
h,488000,13.5,3,1,2,538,448.3333333,2018,Barry Plant,638000,400,6763,S
h,515000,18.4,3,1,2,688,529.2307692,1990,Barry Plant,625000,450,13830,S
h,536250,27.2,4,2,2,590,245.8333333,1999,Ray White,555000,400,5262,NS
h,548000,31.7,4,2,2,446,278.75,1975,One,637500,450,14092,S
h,592500,11.2,3,3,1,412,242.3529412,2016,Ray White,815000,450,21650,S
t,610000,12,2,1,1,385,275,2016,HockingStuart,815000,450,21650,NS
h,649000,14,3,1,1,656,312.3809524,1980,YPA,520000,450,4294,S
u,660000,11,3,1,2,211,175.8333333,1991,Barlow,1175000,490,5301,S
h,680000,14,4,2,2,606,336.6666667,2012,YPA,495000,380,2246,NS
h,690000,12,4,4,2,662,315.2380952,2010,Ray White,815000,450,21650,NS
h,695000,22.7,3,1,1,671,353.1578947,1950,Barry Plant,709000,440,11806,S
u,720000,11.2,2,1,1,177,147.5,1996,Jason,1511000,550,8801,S
h,725000,13.3,3,1,1,668,278.3333333,2011,GL,730000,420,4217,S
h,730000,14.5,3,1,1,600,333.3333333,1989,Buckingham,751000,450,2329,S
h,761000,34.1,4,3,4,459,229.5,1997,Just,708000,480,9376,S
h,765000,9.2,2,1,2,398,165.8333333,2007,Raine,900000,490,3445,S
h,788500,8.8,2,1,1,385,192.5,2016,Nelson Alexander,815000,500,2674,NS
h,896000,23.5,3,1,1,415,166,2000,Jellis Craig,1050000,550,11667,S
h,925000,7.8,4,2,1,515,223.9130435,1980,Sweeney,1090000,600,1808,S
h,975000,5.6,1,1,0,478,207.826087,2009,Jellis Craig,2735000,610,10331,S
h,1120000,15.4,4,2,2,497,248.5,1970,Harcourts,1100000,560,4385,S
h,1175000,11.4,3,2,2,491,409.1666667,1996,Purplebricks,1885000,600,6795,S
h,1210000,6.2,4,1,0,630,286.3636364,1983,Sweeney,1297500,550,5498,S
h,1308500,10.8,3,2,0,602,250.8333333,1966,Purplebricks,1302000,600,4480,NS
h,1363750,6.5,3,1,1,518,225.2173913,2012,Ray White,1250000,500,8870,S
h,1377125,16.7,3,2,1,629,349.4444444,1980,Harcourts,1524000,600,7392,NS
t,1390000,7.4,2,2,1,332,237.1428571,2002,Marshall White,1750000,583,4675,NS
h,1396000,2.4,3,1,1,452,205.4545455,1910,HockingStuart,1340000,620,14949,NS
h,1410000,11.4,4,3,4,623,296.6666667,1950,Woodards,1885000,600,6795,NS
h,1560000,13.9,3,1,2,729,291.6,1994,Woodards,1305000,650,10969,S
h,2150625,9.7,4,3,4,734,611.6666667,1983,Jellis Craig,2220000,700,7809,S
h,2195000,11.2,4,2,2,506,361.4285714,2010,Marshall White,2270000,600,5457,S
u,2214000,8.5,2,1,1,186,132.8571429,1995,Gary,2325000,550,4898,S
u,2239375,7.2,1,1,0,279,174.375,2020,McGrath,2030000,520,8989,NS
h,2400000,6.8,3,3,1,547,248.6363636,1889,S&L,1390000,595,6380,NS
h,2500000,10.5,4,2,2,530,441.6666667,2009,Nick,3195000,805,10579,S
u,440000,14,1,1,0,213,152.1428571,2000,YPA,600000,373,2878,S
t,480000,11.2,2,1,1,393,327.5,1991,Ray White,815000,450,21650,NS
u,605000,12.1,2,2,2,201,167.5,1984,Fletchers,1840000,498,4442,S
h,613750,37.5,3,1,3,699,388.3333333,2000,Ryder,640000,420,2992,NS
h,635000,43.4,4,4,3,570,259.0909091,2007,O'Brien Real Estate,700500,500,2987,S
h,693875,12.9,4,2,3,437,364.1666667,1980,Barry Plant,677500,450,3285,S
u,712500,4.5,5,4,3,184,131.4285714,2015,Kay,1540000,550,7717,S
h,738000,9.9,1,1,1,664,553.3333333,1971,Brad,897500,490,7485,S
h,750000,9.4,3,1,3,557,232.0833333,1970,Greg,880000,500,5132,S
t,800000,11.4,3,2,2,390,243.75,1995,Purplebricks,1170000,550,3540,NS
h,805000,22.7,4,2,4,702,369.4736842,2003,Century 21,709000,440,11806,S
h,839000,20.8,3,1,1,736,408.8888889,1975,Barry Plant,832000,481,7412,NS
h,860000,23.5,4,2,0,725,381.5789474,1985,Fletchers,1050000,550,11667,S
h,873750,12,2,2,2,493,352.1428571,2005,Barry Plant,815000,450,21650,S
h,910000,17.2,3,3,1,552,460,1995,Fletchers,1155000,495,6871,S
h,1050000,2.6,2,1,0,625,297.6190476,1972,Biggin,1340000,620,14949,NS
u,1079125,4.3,2,1,1,182,113.75,2004,Nicholson,1055000,540,4918,S
h,1115000,13.8,4,1,2,579,386,1994,Ray White,1305000,650,10969,S
h,1185000,13.8,3,1,2,630,286.3636364,1994,Ray White,1305000,650,10969,S
h,1200000,8.2,3,2,2,504,280,2011,Brad,1200000,650,3284,NS
h,1290000,2.4,3,2,1,418,232.2222222,2002,Hodges,1748000,620,438,S
t,1900000,10.5,3,2,2,370,231.25,1993,Jellis Craig,3195000,805,10579,NS
h,1960000,11.2,3,2,2,585,292.5,1990,Marshall White,2270000,600,5457,S
h,2125000,5.3,3,1,1,423,176.25,1930,Jellis Craig,1690000,580,11364,S
h,2214000,8.5,3,2,1,479,342.1428571,1991,Biggin,2325000,550,4898,S
h,2354875,7.5,4,2,1,587,489.1666667,2015,Kay,2215000,770,6482,S
u,2529875,6.3,3,1,4,241,200.8333333,2016,Marshall White,2080000,560,4836,S
h,2740125,7.9,5,2,2,729,291.6,1996,Jellis Craig,3100000,650,5682,NS
h,567000,19.6,3,2,1,419,349.1666667,2013,HockingStuart,639000,450,10926,S
t,595000,8.4,2,2,2,397,248.125,2001,Greg,1297500,550,5498,NS
u,630000,5.3,1,1,1,266,166.25,1992,Marshall White,2601000,495,11308,S
h,644000,20.5,3,2,4,492,213.9130435,2007,Harcourts,710000,470,7969,S
h,650000,12.9,4,2,4,618,412,1980,Brad,677500,450,3285,NS
t,680000,5.5,2,1,2,411,256.875,1991,Ray White,1690000,580,11364,NS
u,690000,17.9,1,1,1,185,132.1428571,2014,Buxton,1372500,550,9758,NS
h,700000,15,4,1,1,530,311.7647059,1977,Barry Plant,925500,550,1369,S
h,715000,14.9,3,1,2,479,299.375,1984,Barry Plant,751000,450,2329,S
h,790125,11.2,3,3,1,598,460,1990,Barry Plant,735000,470,8870,S
h,838000,14.9,3,1,2,708,337.1428571,1988,Barry Plant,751000,450,2329,S
h,865000,11.5,4,1,2,696,409.4117647,1986,Brad,840500,470,2651,S
h,950000,8.9,3,2,2,580,232,1994.5,Miles,1170000,550,3540,S
h,1112250,15.4,3,1,2,430,186.9565217,1970,Noel Jones,1100000,560,4385,NS
t,1385000,13.9,3,1,1,282,235,2020,Ray White,1305000,650,10969,NS
h,1420000,9.7,4,4,3,602,240.8,1985,Fletchers,2220000,700,7809,S
h,1453000,9.7,1,1,0,496,215.6521739,2017,Fletchers,2220000,700,7809,S
t,1500000,3.1,3,2,1,312,260,1920,Joseph,1055000,550,2230,S
h,1530000,10.7,4,2,2,448,298.6666667,2014,RT Edgar,2425000,800,6938,S
h,1717500,11.4,4,2,1,782,460,1996,Buxton,1885000,600,6795,NS
h,1800000,9,3,2,2,601,316.3157895,2001,Jellis Craig,2440000,600,3265,S
h,2000000,20,4,2,2,571,237.9166667,1970,Charlton,1436000,520,6162,NS
h,2339375,7.3,4,2,2,643,257.2,1999,Jellis Craig,2235000,595,10412,S
h,2529875,6.3,3,2,2,423,169.2,1994,Jellis Craig,2080000,560,4836,S
u,380000,2.4,1,1,0,213,133.125,1994,Biggin,1340000,620,14949,S
u,442500,11.8,2,1,1,173,123.5714286,1983,Hamilton,1702000,600,2079,S
t,500000,8.7,2,1,2,306,191.25,1998,Brad,1055000,540,4918,S
t,521000,13.5,3,3,2,319,227.8571429,2005,Bells,638000,400,6763,S
h,560000,14,3,1,2,566,235.8333333,1980,Barry Plant,520000,450,4294,S
u,560000,4.3,1,1,1,240,150,2007,Nelson Alexander,1349000,500,6567,S
u,599500,6.2,1,1,1,166,118.5714286,1997,Marshall White,2215000,770,6482,S
u,616000,14.5,3,1,2,269,168.125,2004,Barry Plant,795000,440,1119,S
h,621500,20.6,2,1,2,460,184,2005,LJ,646000,460,15510,S
h,690375,15.5,3,2,2,486,194.4,1997,YPA,661500,400,7630,NS
h,712000,14.7,4,2,2,641,320.5,2009,HockingStuart,750000,470,15542,S
h,722500,13.3,3,3,2,417,320.7692308,1980,Village,730000,420,4217,NS
u,742000,3.1,3,2,1,162,101.25,1996,LITTLE,1055000,550,2230,S
h,799999,14.7,3,2,4,590,310.5263158,1998,Woodards,1046000,550,3692,S
h,830000,13.9,3,1,2,447,212.8571429,2008,Thomson,1305000,650,10969,NS
h,837000,24.8,4,2,2,445,178,1981,Barry Plant,860000,500,10788,S
h,855000,4.4,2,1,0,414,318.4615385,1999,Nelson Alexander,1117500,500,3593,S
h,855500,6.4,4,2,2,653,343.6842105,2012,Biggin,897500,450,3873,S
h,875000,10.5,3,1,3,600,240,1996,Edward,857000,480,4502,S
t,880000,7.8,3,3,2,351,250.7142857,2005,Miles,1302500,525,5549,S
h,880000,12.8,3,1,2,584,278.0952381,2015,Nelson Alexander,960000,480,5629,S
h,1128500,8.4,4,1,3,379,210.5555556,1910,Barry Plant,1079000,500,14577,NS
h,1290000,15.5,3,2,2,537,413.0769231,1985,Barry Plant,1450000,600,6202,S
h,1400000,13.9,4,2,2,674,396.4705882,2005,Jellis Craig,1320000,600,9028,S
h,1555000,2.6,3,1,0,401,182.2727273,2018,Marshall White,1340000,620,14949,S
h,1715000,8,4,2,4,533,380.7142857,2016,Jellis Craig,1765000,490,9264,S
t,1835625,8.7,3,1,2,383,273.5714286,1980,Gary,1800000,700,5051,S
h,2150625,9.2,1,1,0,488,244,2014,Marshall White,2220000,700,7809,S
h,2330000,9.7,3,2,1,775,596.1538462,1991,Marshall White,3100000,650,5682,S
h,2735000,6.2,4,1,2,668,267.2,1993,HockingStuart,2215000,770,6482,S
u,3329000,11.2,1,1,1,160,133.3333333,2003,Buxton,3195000,805,10579,S
u,275000,4.6,3,2,1,193,120.625,1985,HockingStuart,2601000,495,11308,S
h,390000,13.6,2,2,1,464,210.9090909,1990,Nelson Alexander,967500,550,1071,NS
u,405000,6.1,1,1,0,207,147.8571429,1982,Biggin,1116500,600,13240,S
h,469500,31.7,3,2,2,501,250.5,1990,HockingStuart,550000,360,6065,S
h,567000,18.4,4,2,3,632,263.3333333,1985,HockingStuart,625000,450,13830,NS
u,595000,11.7,1,1,0,283,176.875,2016,Moonee,960000,480,5629,S
u,650000,2.7,1,1,1,187,116.875,2013,Jellis Craig,2700000,565,14887,NS
h,652000,34.1,3,2,2,621,365.2941176,1997,Harcourts,708000,480,9376,S
u,665000,11.8,2,2,2,226,141.25,1997,HockingStuart,1702000,600,2079,S
h,725000,25.2,3,2,4,553,368.6666667,1990.5,Purplebricks,901000,558,8459,S
h,770000,8.8,4,1,1,494,235.2380952,1992,Love,1079000,500,14577,S
t,840000,8.4,3,3,2,359,299.1666667,1994,Jellis Craig,1079000,500,14577,S
u,932000,7.7,2,2,1,265,165.625,1989,Gary,2030000,520,8989,S
t,955000,8,3,1,1,341,284.1666667,2018,Barry Plant,1765000,490,9264,S
u,970000,2.5,2,2,2,204,170,1992,Biggin,1409000,580,4019,S
h,986000,8.8,2,1,2,540,360,2000,HockingStuart,1079000,500,14577,S
h,988000,16.1,4,2,2,788,463.5294118,1985,Buckingham,1134000,675,915,S
h,1010000,16.1,3,2,2,582,232.8,1983,Buckingham,938500,490,8524,S
h,1010625,6.2,2,2,2,646,323,2008,Village,978000,578,984,NS
h,1025000,22.7,3,1,2,623,389.375,1994,Area,709000,440,11806,S
h,1100000,5.2,3,1,1,499,383.8461538,1994,Brad,1225000,620,7082,S
h,1200000,8,3,2,2,573,382,2007,RT Edgar,1390000,595,6380,S
t,1396000,2.4,3,3,2,288,240,1997,Biggin,1340000,620,14949,NS
h,1505000,5.9,4,2,3,602,501.6666667,2002,Brad,1349000,500,6567,S
h,1543000,16.7,5,5,2,652,543.3333333,1990,Ray White,1750500,608,15321,NS
h,1605000,11.4,3,1,2,787,342.173913,1996,Buxton,1885000,600,6795,S
h,1680000,3.6,2,1,1,464,220.952381,1990.5,Nelson Alexander,1600000,650,6244,S
h,1758000,16.7,5,3,2,677,398.2352941,1975,Harcourts,1750500,608,15321,S
h,2000000,10.2,5,3,2,735,432.3529412,1945,Noel Jones,2270000,600,5457,NS
h,2128888,10.9,4,3,2,686,326.6666667,1945,Buxton,1455500,550,4605,S
h,2150625,9.2,3,1,2,490,204.1666667,2009,Jellis Craig,2220000,700,7809,S
h,2210000,10.5,4,2,1,396,232.9411765,1908,Marshall White,3195000,805,10579,S
h,2500000,4.6,3,2,2,425,236.1111111,1900,Marshall White,1540000,550,7717,NS
u,402500,19.6,2,1,1,170,141.6666667,1990,Love,639000,450,10926,S
u,410000,4.5,1,1,1,171,106.875,2010,Jellis Craig,1201000,675,5533,S
u,420000,4.2,2,1,1,282,176.25,1980,Alexkarbon,927500,500,5263,NS
u,485000,2.6,1,1,1,272,170,1994,Jellis Craig,2500000,550,2309,NS
u,530000,8.4,1,1,0,210,150,1981,RW Property Group,1079000,500,14577,NS
h,535000,20.6,4,2,2,531,279.4736842,2000,Raine,670000,450,5833,S
h,538000,38,3,2,2,547,364.6666667,1981,Bowman,698000,475,17055,S
h,573500,25.9,4,2,2,452,251.1111111,2010,Stockdale,642500,450,5812,S
t,585000,11.2,3,1,2,379,270.7142857,1983,Brace,815000,450,21650,NS
h,605500,18,4,2,2,724,425.8823529,2002,YPA,897500,498,4242,S
h,621000,14.8,3,2,2,437,291.3333333,2005,Barry Plant,900000,490,2674,S
u,630000,4.5,2,1,1,176,125.7142857,2012,HockingStuart,1540000,550,7717,S
h,680000,12.8,3,1,2,558,465,1971,Nelson Alexander,960000,480,5629,S
t,700000,5.2,2,1,1,300,214.2857143,1999,Nelson Alexander,1225000,620,7082,NS
h,711000,6.4,2,1,2,636,353.3333333,2017,Jason,860000,470,7570,S
h,722500,13.3,3,1,2,406,338.3333333,1982,Barry Plant,730000,420,4217,S
u,750000,6.3,2,1,1,235,167.8571429,1970,Jellis Craig,2080000,560,4836,S
h,790125,13,3,1,2,623,445,1993,Stockdale,735000,470,8870,S
h,825000,31.2,3,2,1,479,217.7272727,1999,Ray White,960000,550,1989,S
t,838000,4.3,2,2,2,355,295.8333333,2016,Brad,1349000,500,6567,S
u,1031875,14.7,2,1,1,144,102.8571429,2004,Barry Plant,1053000,550,5424,S
h,1100000,4.5,1,1,1,379,315.8333333,1999,HockingStuart,1540000,550,7717,NS
t,1120000,14.3,3,2,2,359,256.4285714,1988,Barry Plant,1500000,600,10999,NS
t,1200000,6.3,2,2,1,281,200.7142857,2015,RT Edgar,2080000,560,4836,S
h,1215000,7,3,1,2,661,440.6666667,1994,McGrath,1250000,500,8870,S
h,1270000,9.7,2,2,2,488,232.3809524,1998,HockingStuart,2220000,700,7809,NS
h,1400000,6.2,3,1,1,388,228.2352941,1930,McDonald,1065000,500,6232,S
t,1425000,10.7,2,2,1,306,255,1985,Buxton,2425000,800,6938,S
h,1431000,14.2,4,3,2,708,544.6153846,1975,Jellis Craig,1407000,600,13366,S
h,1475000,13.7,3,1,2,558,348.75,1971,HockingStuart,2142500,695,5454,NS
h,1555000,3.2,3,2,2,521,248.0952381,2000,Woodards,1595000,670,3106,S
h,1630000,14.3,3,2,1,413,317.6923077,1992,Barry Plant,1500000,600,10999,S
h,1715000,8,5,2,2,781,312.4,1972,Brad,1765000,490,9264,S
h,1830000,11,3,2,1,404,336.6666667,2010,Jellis Craig,1715000,560,3052,S
h,1840000,10.7,3,2,1,385,296.1538462,1993,Hodges,2425000,800,6938,S
h,2000000,2.1,2,2,1,472,393.3333333,1900,Greg,2045000,600,5943,NS
u,2050000,3.3,4,2,1,181,150.8333333,1986,RT Edgar,2700000,565,14887,NS
t,2224875,13.8,3,3,1,372,310,2001,Hodges,2142500,695,5454,NS
h,2339375,9.2,3,2,2,657,410.625,2016,Marshall White,2235000,595,10412,S
h,2625875,4.6,3,2,1,439,209.047619,2005,Kay,2601000,495,11308,S
h,2900000,9.2,4,2,2,572,286,1998,Jellis Craig,2220000,700,7809,S
h,3085000,9.2,5,3,3,778,324.1666667,2018,Marshall White,2235000,595,10412,S
u,437000,19.6,2,1,2,196,163.3333333,2000,HockingStuart,639000,450,10926,S
u,453000,8,2,1,1,221,138.125,2007,Nelson Alexander,1765000,490,9264,S
h,460000,20.5,3,1,2,416,297.1428571,1989,Nelson Alexander,710000,470,7969,S
h,500000,18.4,3,1,1,451,322.1428571,1990,HockingStuart,625000,450,13830,NS
u,575000,11.2,2,1,1,174,108.75,1980,Buxton,3195000,805,10579,S
h,603750,47.3,3,1,1,472,277.6470588,1983,Ray White,638000,470,17384,S
h,615000,12.8,3,1,3,642,356.6666667,1970,Barry Plant,592500,383,1281,S
u,620000,1.8,1,1,1,205,128.125,2020,Jellis Craig,1080000,550,6821,S
h,650000,12,3,1,2,483,201.25,1950,Ray White,815000,450,21650,S
u,704000,6.3,2,1,1,199,165.8333333,2015,Greg,2080000,560,4836,S
h,711000,19.6,4,2,2,530,294.4444444,1993,Love,639000,450,10926,S
h,720000,12.8,2,1,2,413,258.125,2002,Nelson Alexander,960000,480,5629,S
h,722750,22.7,4,2,2,648,294.5454545,1989,iSell,709000,440,11806,NS
h,760000,9.4,2,1,2,452,376.6666667,1984,RT Edgar,880000,500,5132,S
h,760000,6.4,3,1,1,399,166.25,1996,Biggin,860000,470,7570,S
h,790000,8.8,2,1,1,558,232.5,2010,Nelson Alexander,1079000,500,14577,S
h,845500,5.2,3,2,2,388,194,1976,Nelson Alexander,1300000,550,11918,S
h,900000,11.5,5,2,2,568,436.9230769,1976,Brad,840500,470,2651,NS
h,975000,35.2,4,3,2,675,519.2307692,2005,Harcourts,850000,520,17093,S
h,1131500,8.9,3,2,0,703,502.1428571,1993.5,Miles,1083000,560,2698,S
h,1175000,5.2,4,1,2,471,188.4,1992,Jellis Craig,1300000,550,11918,NS
h,1255000,13.9,4,2,2,610,265.2173913,2002,Buxton,1305000,650,10969,S
h,1500000,16.7,4,2,2,657,365,1980,Ray White,1524000,600,7392,S
h,1561000,7.7,3,2,0,551,367.3333333,2000,McGrath,2030000,520,8989,S
h,2150625,9.7,4,3,4,587,308.9473684,1994,RT Edgar,2220000,700,7809,NS
h,2236250,10.3,5,3,2,605,504.1666667,1995,Buxton,2425000,800,6938,NS
h,2384875,7.8,5,2,2,681,523.8461538,1970,RT Edgar,2250000,595,8920,NS
h,2384875,7.8,5,2,2,681,523.8461538,1970,RT Edgar,2250000,595,8920,NS
h,2384875,7.8,5,2,2,681,523.8461538,1970,RT Edgar,2250000,595,8920,NS
h,2384875,7.8,5,2,2,681,523.8461538,1970,RT Edgar,2250000,595,8920,NS
h,2384875,7.8,5,2,2,681,523.8461538,1970,RT Edgar,2250000,595,8920,NS
h,2384875,7.8,5,2,2,681,523.8461538,1970,RT Edgar,2250000,595,8920,NS
h,2384875,7.8,5,2,2,681,523.8461538,1970,RT Edgar,2250000,595,8920,NS
h,2384875,7.8,5,2,2,681,523.8461538,1970,RT Edgar,2250000,595,8920,NS
u,2694750,4.1,1,1,1,174,124.2857143,1990,Marshall White,2485000,600,2019,S
h,5487500,4.6,4,2,2,362,190.5263158,2015,RT Edgar,3930000,600,7217,S
t,410000,9.9,2,2,1,316,263.3333333,1991,Brad,897500,490,7485,NS
u,415000,14,2,1,1,218,155.7142857,1979,Biggin,610000,370,1899,S
u,480000,12.1,2,1,2,167,139.1666667,1993,Gary,1840000,498,4442,S
t,500000,3.4,1,1,0,317,264.1666667,1997,Nelson Alexander,927500,500,5263,NS
u,500000,15.5,3,2,2,192,160,2019,Brad,820000,500,5336,NS
h,502000,9.2,2,1,1,596,259.1304348,2009,Sweeney,897500,450,3873,S
h,562000,12.4,4,2,2,374,233.75,2017,Stockdale,777000,470,5070,S
u,575000,4.3,2,1,1,235,195.8333333,1999,Nelson Alexander,1055000,540,4918,NS
u,586000,12.1,2,2,1,260,162.5,2006,Fletchers,1840000,498,4442,S
h,707500,11.2,2,2,2,655,409.375,1988,Ray White,815000,450,21650,S
h,720000,14.5,3,1,1,696,464,2017,Nelson Alexander,795000,440,1119,S
h,740000,19.6,4,2,2,389,299.2307692,1998,RW Property Group,639000,450,10926,S
h,750500,13.5,3,2,6,738,567.6923077,2010,Jason,638000,400,6763,S
u,762000,7.3,2,1,1,180,150,1995,Jellis Craig,2235000,595,10412,S
h,775000,8.8,2,1,1,521,347.3333333,2015,Ray White,1079000,500,14577,S
h,785000,13.5,3,1,2,597,426.4285714,1991,Considine,795000,480,3464,S
h,790125,11.2,4,2,4,570,228,1958,Stockdale,735000,470,8870,NS
h,797000,20.4,4,2,2,480,282.3529412,1995,Barry Plant,825000,520,4864,S
u,820000,13.5,3,1,2,237,169.2857143,2010,Nelson Alexander,795000,480,3464,S
h,829500,12.1,2,1,1,427,213.5,1987,Barry Plant,795000,450,2606,S
h,850000,10.8,4,2,2,606,505,2014,Sweeney,688500,375,3589,S
h,860000,18,4,2,2,489,326,1990,Darren,1046000,615,2346,S
h,880000,3.2,2,1,0,565,470.8333333,1977,Nelson Alexander,1595000,670,3106,S
t,885000,31.2,3,2,1,282,235,1999,Buxton,960000,550,1989,S
h,890000,18,4,2,2,585,254.3478261,1985,Morrison,1040000,540,6990,S
h,950000,20,3,1,2,531,279.4736842,1990,Barry Plant,1436000,520,6162,NS
h,960000,13.5,4,2,3,501,208.75,2013,Barry Plant,795000,480,3464,S
h,1005000,11.2,3,2,4,466,211.8181818,1970,Harcourts,815000,450,21650,S
h,1015000,9.7,3,2,1,794,567.1428571,1976,Considine,1200000,650,3284,S
h,1031000,21.3,4,2,0,498,207.5,1961.5,Fletchers,1028000,525,3794,S
h,1215000,8.8,3,1,1,690,313.6363636,1993,HockingStuart,1079000,500,14577,S
h,1275000,6.5,3,1,2,517,235,2018,Jellis Craig,1250000,500,8870,NS
h,1300000,9.1,3,1,5,528,264,1975,Rendina,1900000,650,1543,S
h,1303500,4.3,3,2,2,511,300.5882353,1999,Hodges,1349000,500,6567,NS
h,1335000,3.5,2,1,0,613,360.5882353,1980,Cayzer,1735000,675,8648,S
u,1440375,5,2,1,1,239,170.7142857,1995,McGrath,1116500,600,13240,NS
h,1542000,13.9,3,2,2,623,327.8947368,2020,Barry Plant,1320000,600,9028,S
t,1625000,4.3,3,2,2,334,208.75,1990,Jellis Craig,1055000,540,4918,S
h,1700625,7.8,3,2,0,627,447.8571429,1900,Miles,1302500,525,5549,S
h,2000000,8,3,2,2,651,465,1984,Sweeney,1390000,595,6380,S
h,2354875,7.5,4,2,2,700,368.4210526,1972,Marshall White,2215000,770,6482,S
h,3320000,7.9,5,4,2,673,517.6923077,2013,Marshall White,3100000,650,5682,NS
h,375000,6.4,4,4,3,456,350.7692308,1985,Sweeney,860000,470,7570,S
u,470000,2.7,2,1,1,269,224.1666667,1996.5,Dingle,2700000,565,14887,NS
h,510000,13.5,3,1,1,488,325.3333333,2001,Nelson Alexander,795000,480,3464,NS
h,610000,5.8,2,1,1,654,363.3333333,1973,Thomas,1304000,480,2970,S
h,627375,20.6,3,1,1,520,288.8888889,2001,Barry Plant,670000,450,5833,NS
h,630000,13.3,4,3,3,724,289.6,1984,Barry Plant,730000,420,4217,S
t,655000,16.7,3,2,2,297,212.1428571,2002,Harcourts,1750500,608,15321,S
u,657500,4.6,2,1,1,181,129.2857143,1965,Jellis Craig,2601000,495,11308,S
u,671000,12.7,2,2,2,240,171.4285714,2015,Barry Plant,925500,550,1369,S
h,680000,7.7,1,1,1,456,228,2000,Sweeney,1360000,550,1223,S
u,717000,7.8,2,1,1,136,113.3333333,2018,Noel Jones,2250000,595,8920,S
u,717000,7.8,2,1,1,136,113.3333333,2018,Noel Jones,2250000,595,8920,S
u,717000,7.8,2,1,1,136,113.3333333,2018,Noel Jones,2250000,595,8920,S
u,717000,7.8,2,1,1,136,113.3333333,2018,Noel Jones,2250000,595,8920,S
u,717000,7.8,2,1,1,136,113.3333333,2018,Noel Jones,2250000,595,8920,S
u,717000,7.8,2,1,1,136,113.3333333,2018,Noel Jones,2250000,595,8920,S
u,717000,7.8,2,1,1,136,113.3333333,2018,Noel Jones,2250000,595,8920,S
u,717000,7.8,2,1,1,136,113.3333333,2018,Noel Jones,2250000,595,8920,S
h,800000,23,3,3,1,577,262.2727273,2010,McGrath,1182500,615,2985,NS
t,815000,5.1,2,2,1,418,298.5714286,2017,Jason,860000,470,7570,S
